telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
0,1,1,1,0,1,61,1,0
0,1,1,0,2,1,31,11,0
0,1,1,1,6,1,61,7,0
0,1,0,1,5,5,58,17,0
0,1,1,0,5,1,31,11,0
0,1,1,1,0,1,22,12,0
0,0,0,3,2,1,58,16,0
0,1,1,1,2,4,23,18,0
0,1,1,1,0,9,55,31,0
0,1,0,1,5,1,61,12,0
0,1,1,1,6,4,53,17,0
1,1,1,0,0,1,22,12,0
0,1,0,1,0,1,66,1,0
0,1,1,4,5,1,26,18,0
0,0,0,1,5,1,39,20,0
0,0,0,1,0,2,57,36,0
0,1,0,1,0,3,51,16,0
0,1,0,1,5,1,27,18,0
0,1,0,1,2,4,66,7,0
0,0,0,1,6,1,22,18,0
0,1,0,1,2,4,26,7,0
0,1,1,1,5,1,61,18,0
0,1,1,1,5,1,61,18,0
0,0,0,1,5,4,58,21,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,5,9,16,0
0,0,1,1,2,4,75,31,0
0,1,0,1,2,4,58,31,0
0,1,0,1,5,1,52,18,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,58,18,0
0,0,0,1,0,9,58,31,0
0,1,1,1,5,1,58,6,0
0,1,1,1,2,4,39,7,0
0,1,0,1,5,1,39,4,0
0,1,1,1,5,1,58,18,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,75,2,0
0,1,1,1,6,4,53,1,0
0,1,0,1,5,9,39,20,0
0,1,1,1,0,1,75,1,0
0,0,0,1,5,1,29,9,0
0,1,1,1,2,1,53,17,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,9,61,12,0
0,1,0,4,5,1,52,18,0
0,1,0,4,2,1,58,12,0
0,1,0,1,2,4,37,7,0
0,1,0,1,0,4,75,25,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,0,7,52,7,0
0,1,1,1,2,1,75,0,0
0,1,1,1,6,4,58,17,0
0,1,0,1,5,1,58,9,0
0,1,0,1,5,1,58,22,0
0,1,1,1,0,1,112,7,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,3,2,0,51,16,0
0,1,0,1,2,4,39,7,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,4,66,18,0
0,1,0,1,5,1,33,18,0
0,1,1,0,2,1,31,11,0
0,1,0,1,6,9,119,31,0
0,1,1,1,0,1,58,18,0
0,1,0,1,0,1,58,12,0
0,1,0,1,2,4,39,7,0
0,1,0,1,5,1,22,12,0
0,1,1,0,2,1,31,11,0
0,1,1,1,6,4,58,1,0
0,1,0,1,2,9,58,7,0
0,1,1,1,5,1,58,22,0
0,1,1,1,0,1,61,12,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,1,31,0
0,1,0,1,5,1,22,18,0
0,1,0,1,5,1,11,31,0
0,1,0,1,5,1,58,18,0
1,0,0,1,2,4,39,31,0
0,1,0,1,5,1,22,31,0
0,1,0,1,5,1,58,18,0
0,1,0,1,2,1,58,12,0
0,1,1,1,5,1,22,12,0
0,1,1,0,5,1,31,11,0
0,1,0,1,0,1,22,18,0
0,1,0,1,1,1,72,20,0
0,1,0,1,2,4,66,7,0
0,1,0,1,5,1,39,20,0
0,1,0,1,5,1,58,18,0
0,0,1,1,5,5,22,26,0
0,1,0,1,2,1,58,9,0
0,1,1,0,2,1,31,11,0
0,0,0,1,5,1,72,18,0
0,1,0,1,0,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,1,18,0
0,1,0,0,5,1,1,18,0
0,1,0,1,2,9,26,31,0
0,1,0,0,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,61,18,0
0,1,0,1,5,1,88,12,1
0,1,0,1,5,1,51,18,0
0,1,1,1,5,5,61,18,0
0,0,0,1,5,1,45,13,0
0,1,0,1,5,1,41,29,0
0,0,0,1,5,1,58,18,0
0,0,1,1,2,4,26,7,0
0,1,1,1,2,9,58,5,0
0,1,1,1,0,1,22,18,0
0,1,0,1,5,2,23,18,0
0,1,1,3,5,1,51,16,0
0,1,0,1,5,1,58,18,0
0,1,0,4,5,10,20,12,0
0,0,1,1,6,9,6,31,0
0,1,1,0,5,1,58,18,0
0,0,0,1,2,1,111,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,0,4,58,18,0
0,0,0,1,5,1,58,18,0
0,1,0,1,2,4,26,7,0
0,1,1,1,5,1,30,18,0
0,0,0,1,5,9,75,9,0
0,1,1,1,5,1,58,6,0
0,1,0,1,5,1,41,18,0
0,1,0,1,0,1,41,31,0
0,1,1,0,5,1,31,11,0
0,1,0,1,5,1,58,18,0
0,1,0,3,2,4,22,7,0
0,1,0,1,6,1,58,7,0
1,0,1,1,5,9,61,22,0
0,1,0,1,5,1,35,31,0
0,1,0,1,5,1,58,18,0
0,1,0,1,2,4,66,7,0
0,1,0,2,2,1,88,17,0
0,1,0,1,2,4,4,7,0
0,1,0,3,2,4,39,7,0
0,0,0,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,0,5,1,31,18,0
0,1,0,1,2,4,66,1,0
1,0,0,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,0,1,2,4,37,20,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,2,23,18,0
0,1,1,1,5,1,58,18,0
0,1,1,0,5,1,31,11,0
0,1,0,1,0,1,49,22,0
0,0,0,1,5,1,58,18,0
0,1,0,4,4,1,61,8,0
0,1,1,1,5,1,58,18,0
0,1,1,1,0,1,59,15,0
0,0,0,1,5,1,58,18,0
0,1,0,1,0,2,49,18,0
0,1,0,1,5,1,69,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,79,18,0
0,1,1,0,2,1,31,11,0
0,0,0,1,5,1,58,18,0
0,1,1,0,2,1,31,11,0
1,0,0,1,5,1,25,31,0
0,1,0,1,5,1,22,18,0
0,1,1,0,2,1,31,11,0
0,1,1,1,2,1,61,9,0
0,1,1,1,5,1,4,0,0
0,1,1,1,5,1,88,18,0
0,1,0,1,2,4,88,7,0
0,1,1,0,2,1,31,11,0
0,1,0,0,5,1,58,18,0
0,1,1,1,5,9,58,18,0
0,1,0,1,4,1,58,7,0
0,1,1,1,6,4,103,36,0
0,1,0,1,0,1,22,18,0
0,0,0,1,0,1,39,35,0
0,0,0,1,2,1,61,12,0
0,1,0,1,5,1,58,31,0
0,0,0,1,5,1,53,18,0
0,1,0,0,0,9,6,2,0
0,1,0,1,5,1,58,5,0
0,1,1,1,5,1,39,12,0
0,1,1,1,5,9,22,12,0
0,0,1,1,5,1,58,18,0
0,1,1,2,5,1,58,18,0
0,1,1,1,5,1,69,20,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,58,22,0
0,1,1,1,5,1,22,12,0
0,1,0,1,5,1,58,18,0
0,1,1,1,6,1,105,36,0
1,1,1,0,0,9,49,31,0
0,0,0,1,5,1,39,20,0
0,1,0,1,0,1,51,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,0,1,59,15,0
0,1,1,0,5,1,31,18,0
0,1,0,1,5,1,58,18,0
0,1,0,3,5,1,58,31,0
0,1,1,0,2,1,31,11,0
0,1,1,1,0,0,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,0,5,1,34,18,0
0,1,1,1,2,1,58,1,0
0,1,1,0,2,1,31,11,0
0,1,1,1,5,1,72,1,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,58,34,0
0,1,1,0,2,1,31,11,0
0,1,1,0,2,1,31,11,0
0,1,0,1,3,4,52,18,1
0,1,1,1,6,0,87,1,0
1,1,1,1,1,0,58,31,0
0,1,0,1,0,1,22,18,0
0,1,1,1,0,1,88,31,0
0,1,1,1,5,1,29,3,0
0,1,1,4,0,9,39,1,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,75,18,0
0,1,1,0,2,1,31,11,0
0,1,1,3,0,1,31,11,0
0,1,0,0,0,1,75,2,0
0,1,0,3,2,4,51,26,0
0,1,1,1,0,1,22,24,0
0,1,1,1,6,9,51,16,0
0,1,0,3,2,4,31,7,0
1,1,0,0,5,1,61,22,0
0,1,1,1,3,1,22,20,0
0,1,0,1,5,1,19,26,0
0,1,1,0,2,1,31,11,0
0,1,0,3,2,4,39,7,0
0,1,1,4,0,9,27,31,0
0,1,0,1,5,4,26,20,0
0,1,0,1,5,1,58,31,0
0,1,1,3,5,1,58,18,0
0,1,0,1,5,1,61,12,0
0,1,0,1,5,1,58,7,0
0,1,1,1,0,9,58,12,0
0,1,0,1,5,1,58,18,1
0,1,1,1,5,1,61,9,0
0,1,0,1,3,1,52,6,1
0,1,1,1,2,10,58,1,0
0,1,1,1,0,4,121,23,0
0,0,0,1,0,1,58,22,0
0,1,0,0,2,1,30,36,0
0,1,0,3,2,4,37,7,0
0,1,0,1,5,1,58,18,1
0,1,0,0,5,1,31,18,0
0,1,0,1,5,1,58,18,1
1,1,1,0,0,1,22,29,0
0,0,0,1,6,9,6,31,0
0,1,0,1,5,1,75,22,0
0,1,1,1,5,1,58,22,0
0,1,0,1,5,1,58,18,1
0,0,0,1,5,1,58,18,0
0,1,1,1,2,0,58,18,0
0,1,1,0,2,1,31,11,0
0,1,1,1,4,1,58,31,0
0,0,0,1,5,1,58,31,0
0,1,1,1,4,1,61,29,0
0,1,1,1,0,9,58,31,0
0,1,1,1,1,5,58,12,1
0,1,0,1,0,1,119,18,0
0,1,1,1,2,1,101,23,0
0,1,1,1,0,9,94,31,0
0,1,1,1,5,1,34,18,1
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,59,18,1
0,0,0,1,5,1,72,18,0
0,1,1,0,5,1,31,11,0
0,1,0,1,5,1,107,19,0
0,1,1,0,2,1,31,11,0
0,1,1,1,0,9,58,31,0
0,1,0,1,6,4,126,18,0
1,0,0,1,6,1,58,22,0
0,1,0,2,4,7,124,23,0
0,0,1,1,5,1,49,16,0
0,0,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,0,0,51,23,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,6,4,26,7,0
0,1,1,1,2,9,37,23,0
0,1,1,2,6,4,23,23,0
0,1,0,1,0,1,89,31,0
0,1,0,3,0,1,103,27,0
0,1,1,1,5,1,58,12,0
1,0,1,1,5,1,58,18,1
0,1,0,0,5,1,58,18,0
0,1,1,0,2,1,31,11,0
0,1,1,1,5,5,119,31,0
0,1,0,1,5,1,58,18,0
0,1,1,0,5,1,31,11,0
0,1,1,1,5,1,59,18,0
0,1,1,1,0,9,58,18,0
0,1,1,1,5,1,11,31,0
0,1,1,0,5,1,31,11,0
0,1,1,1,0,9,94,31,0
0,1,1,1,5,1,61,31,0
0,1,0,1,0,1,61,2,0
0,1,1,0,2,1,31,11,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,118,31,0
0,1,1,1,0,1,88,20,0
0,1,0,1,5,1,58,18,0
0,1,0,1,0,10,30,1,0
0,1,0,1,5,1,22,18,0
0,1,1,1,5,1,32,12,0
0,1,1,1,5,1,72,12,0
0,1,0,1,5,5,80,16,0
0,1,1,1,2,4,26,7,0
0,1,0,1,5,1,75,31,0
0,1,0,1,0,1,58,26,0
0,1,1,1,5,1,58,18,0
0,1,1,1,0,1,55,7,0
0,1,1,1,5,5,7,18,0
0,1,1,1,0,9,75,12,0
1,1,0,1,5,1,22,22,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,12,0
0,1,1,1,0,1,58,22,0
0,1,0,1,5,1,119,12,0
0,1,0,1,1,1,122,18,0
0,1,1,1,2,4,26,7,0
0,1,1,1,0,4,87,22,0
0,1,1,1,6,4,66,1,0
0,1,1,1,5,1,22,22,0
0,0,1,1,5,5,18,12,0
0,1,1,1,5,5,21,12,0
0,1,1,3,0,4,55,23,0
0,1,0,1,5,1,22,29,0
0,1,0,1,5,1,61,22,0
0,1,1,3,0,4,6,0,0
0,1,1,1,2,4,58,18,0
0,1,1,0,2,1,31,11,0
0,0,0,1,2,4,107,1,0
0,1,1,1,0,1,30,12,0
0,1,1,1,3,1,36,31,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,7,18,0
0,1,1,1,5,1,58,19,0
0,0,0,1,2,4,51,16,0
0,1,1,0,2,1,31,11,0
0,0,0,1,5,1,18,12,0
0,1,0,1,2,1,58,31,0
0,1,1,1,6,4,58,1,0
0,0,0,1,5,1,32,12,0
0,1,1,3,5,4,103,7,0
0,1,0,1,1,1,58,31,0
0,1,0,1,1,1,58,18,0
0,1,1,1,0,9,18,18,0
1,1,0,1,5,1,100,12,0
0,1,0,1,5,1,58,18,0
0,1,1,3,0,1,113,18,0
0,1,0,1,2,4,94,7,0
0,1,1,3,2,4,31,11,0
0,1,0,1,2,1,126,21,0
0,0,0,1,2,1,25,22,0
0,1,0,1,5,1,33,25,0
0,1,1,1,0,1,87,13,0
0,1,1,1,0,1,22,18,0
0,1,1,0,2,1,31,11,0
0,1,1,1,0,1,88,0,0
0,0,1,1,5,9,58,18,0
0,0,1,1,5,0,75,22,0
0,1,1,1,0,9,27,31,0
0,1,1,1,5,1,61,22,0
0,1,0,2,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,4,5,1,58,18,0
0,1,1,1,6,4,103,36,0
0,1,1,1,0,1,19,22,0
0,1,1,4,4,1,61,22,0
0,1,1,1,1,1,0,33,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,22,18,0
0,1,1,1,6,1,30,12,0
0,1,1,1,5,4,58,18,0
0,1,0,1,0,1,22,24,0
0,1,1,1,6,9,77,31,0
0,1,1,1,5,1,22,18,0
0,1,1,1,5,1,31,18,0
0,1,1,1,5,1,61,12,0
0,1,0,1,2,9,39,7,0
0,1,0,1,5,1,31,18,0
0,1,1,4,0,7,11,1,0
0,1,1,1,5,4,58,12,0
0,0,0,1,5,9,22,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,0,0,4,2,9,22,12,0
0,1,0,1,6,1,107,1,0
0,1,1,0,5,1,31,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,61,31,0
0,1,0,1,2,1,119,18,0
0,1,0,1,2,1,75,36,0
0,1,0,1,0,1,39,31,0
0,1,0,0,5,1,31,18,0
0,1,0,1,5,1,11,18,0
0,1,0,1,5,1,39,18,0
0,1,1,1,5,1,58,31,0
0,1,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,4,5,1,29,18,0
0,0,0,1,5,1,23,9,1
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,31,0
0,1,1,1,5,1,118,17,0
0,1,0,1,5,1,22,18,0
0,0,0,1,5,1,61,23,0
0,1,1,1,5,4,88,23,1
0,0,1,1,5,1,27,22,0
1,1,0,3,5,9,67,7,0
0,1,0,1,2,9,22,12,0
0,0,0,1,6,1,126,20,0
0,1,0,1,0,0,61,12,0
0,1,0,1,5,1,58,18,0
0,1,1,1,2,4,22,7,0
0,1,1,1,0,0,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,2,5,1,22,12,0
0,1,1,3,5,1,51,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,39,31,0
0,1,0,1,0,1,4,1,0
0,1,1,0,5,1,58,18,0
0,1,0,1,2,4,26,7,0
0,1,1,1,6,4,58,1,0
0,1,0,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,30,18,0
1,1,1,0,0,1,22,6,0
0,1,0,1,5,1,58,18,0
0,1,0,1,2,4,22,7,0
0,1,1,1,0,0,58,18,0
0,1,1,1,4,4,58,18,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,30,11,0
0,1,1,1,5,1,58,18,0
0,1,1,1,0,1,23,18,0
0,1,0,1,5,1,11,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,3,1,75,33,0
0,1,0,1,2,4,37,15,0
0,1,0,1,5,1,58,18,0
0,1,1,1,0,9,112,3,0
0,1,1,0,5,1,31,18,0
1,1,1,1,5,1,58,18,0
0,1,0,1,0,1,119,19,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,75,25,0
1,0,0,3,5,4,22,26,0
0,1,0,1,5,1,58,20,0
1,1,0,1,2,7,61,7,0
0,1,1,1,6,4,12,7,0
0,1,1,3,2,9,112,7,0
0,1,0,1,5,1,12,20,0
0,1,0,1,5,1,58,12,0
0,1,0,1,5,1,58,18,0
0,0,0,0,2,1,58,18,0
0,1,1,1,5,5,30,26,0
0,1,1,1,5,1,4,14,0
0,1,1,1,6,4,53,31,0
0,1,1,1,6,1,22,12,0
0,1,1,0,5,1,31,18,0
0,1,0,3,2,4,37,7,0
0,1,0,1,0,1,0,13,0
0,1,0,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,0,5,1,31,18,0
0,1,1,0,6,1,58,7,0
0,1,1,3,6,4,99,1,0
0,0,0,0,5,1,58,18,0
0,1,0,0,5,1,58,18,0
0,1,1,1,5,1,22,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,7,31,0
0,1,1,1,2,1,67,7,0
0,1,0,1,5,5,118,18,0
0,1,1,1,5,1,67,31,0
0,1,0,1,0,7,6,7,0
0,1,1,3,5,4,51,16,0
0,1,0,1,5,1,11,18,0
0,1,1,1,0,1,58,12,0
0,1,1,1,5,1,58,18,0
0,1,0,1,0,1,22,31,0
0,1,1,1,0,1,118,6,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,74,31,0
0,1,0,3,2,4,26,7,0
0,1,0,1,5,1,58,12,0
0,1,0,1,4,1,58,7,0
0,1,0,1,2,1,75,31,0
0,1,0,1,5,1,22,7,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,4,9,0
0,1,1,1,0,9,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,1,6,4,58,1,0
0,0,0,1,5,1,88,12,1
0,1,1,1,5,1,58,26,0
0,1,1,1,2,2,58,18,0
0,1,1,1,5,1,58,6,0
0,1,0,1,5,1,58,13,0
0,1,0,0,5,1,22,18,0
0,1,1,1,5,1,119,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,6,4,58,21,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,6,9,58,18,0
0,1,0,1,2,4,66,7,0
0,1,0,1,0,9,61,5,0
0,1,1,2,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,6,4,58,7,0
0,1,0,1,0,6,39,19,0
0,1,1,1,5,1,22,12,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,75,3,0
0,1,1,1,0,1,52,26,0
0,1,1,0,2,1,31,11,0
0,1,1,1,5,5,61,24,0
0,1,1,1,6,4,58,1,0
0,1,1,1,6,4,58,1,0
0,1,1,1,2,1,22,12,0
0,1,1,1,0,1,58,31,0
0,1,0,0,5,1,31,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,9,22,12,0
0,1,0,1,0,4,79,1,0
0,1,1,2,5,1,30,36,0
0,1,1,1,0,0,75,31,0
0,1,0,1,2,7,58,23,0
0,1,1,1,0,1,22,29,0
0,1,1,4,4,1,58,18,0
0,1,1,1,6,4,43,1,0
1,1,1,1,6,9,61,12,0
0,1,1,1,4,4,58,18,0
0,1,0,1,2,1,74,22,0
1,1,0,0,5,1,58,18,0
0,1,0,0,5,1,31,18,0
0,1,0,1,2,4,66,1,0
1,1,1,1,0,1,58,18,0
0,0,0,1,5,1,61,12,0
0,1,1,0,2,1,31,11,0
0,1,0,1,2,4,39,7,0
0,1,0,1,5,1,58,22,0
0,1,0,1,0,1,58,18,0
0,1,1,1,2,1,69,18,0
0,1,1,0,2,1,31,11,0
0,1,0,1,0,1,79,16,0
0,1,0,1,5,1,33,22,0
0,1,1,3,2,9,75,3,0
0,1,0,1,5,1,58,17,0
0,1,1,1,5,1,69,20,0
0,1,0,1,5,1,58,18,0
0,1,0,1,2,4,39,7,0
0,1,1,1,5,1,58,18,0
0,1,0,1,2,4,66,7,0
0,1,0,1,5,1,23,0,0
1,1,0,1,2,4,75,31,0
0,1,1,0,2,1,31,11,0
0,1,0,3,5,1,58,18,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,61,22,0
0,1,1,1,5,1,22,17,0
1,1,0,1,1,1,29,22,0
0,1,0,1,5,1,11,31,0
0,1,1,0,5,1,31,18,0
1,1,0,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
1,1,1,0,0,1,22,29,0
0,1,0,0,5,1,31,18,0
0,1,0,0,6,1,31,11,0
0,1,0,1,2,4,107,7,0
0,1,0,1,1,1,58,31,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,75,9,0
0,1,0,1,5,1,22,18,0
0,1,1,1,6,4,58,7,0
0,1,0,1,0,1,69,31,0
0,1,1,1,6,4,58,7,0
0,1,0,1,5,1,22,17,0
0,1,0,1,1,1,22,22,0
0,1,1,1,5,1,51,18,0
0,1,1,1,5,1,58,12,0
0,1,1,1,5,1,22,22,0
0,1,0,1,5,1,4,3,0
0,1,0,1,5,1,58,18,0
0,1,1,3,5,4,51,16,0
0,1,1,0,5,1,31,11,0
0,1,0,1,2,4,37,7,0
0,1,1,0,5,1,31,18,0
0,1,0,3,2,0,80,11,0
0,1,0,1,2,4,66,7,0
0,1,0,1,0,1,58,12,0
0,1,0,2,5,5,118,18,0
0,1,1,1,5,1,22,12,0
0,1,0,1,5,1,58,31,0
0,1,0,1,5,1,11,18,0
0,1,0,1,5,1,22,12,0
0,1,0,0,5,1,123,18,0
0,1,1,0,5,1,31,18,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,58,18,0
0,1,0,3,2,4,39,7,0
0,1,0,1,0,4,75,12,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,22,18,0
0,1,0,1,5,1,22,18,0
0,1,0,1,5,1,118,31,0
0,1,1,2,5,1,75,22,0
0,1,1,1,2,1,58,18,0
0,1,1,1,5,1,75,26,0
0,1,1,3,5,1,100,11,0
0,1,1,1,2,4,58,31,0
0,1,0,1,5,1,69,12,0
0,1,1,1,5,1,22,22,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,0,1,51,31,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,6,1,58,5,0
0,1,0,1,5,5,119,17,0
0,1,1,4,4,1,130,30,0
0,1,1,1,0,1,61,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,2,9,88,31,0
0,1,1,1,6,1,22,12,0
0,1,0,3,5,1,58,18,0
0,1,1,1,0,1,23,12,0
0,1,0,4,5,1,27,18,0
0,1,1,0,5,6,51,19,0
0,1,0,1,0,9,39,17,0
0,1,1,1,6,4,58,1,0
0,1,1,1,5,1,112,20,0
1,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,32,12,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,19,20,0
0,1,1,1,5,1,58,23,0
0,1,1,1,2,4,51,7,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,3,5,58,18,0
0,1,0,1,5,1,88,12,1
0,1,1,1,5,1,22,12,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,0,0,0
0,1,0,1,5,1,75,22,0
0,0,0,0,5,1,41,11,0
0,1,1,1,5,1,89,27,0
0,1,0,0,1,9,112,18,0
0,1,0,1,5,1,14,21,0
0,1,0,1,5,1,119,3,0
0,1,1,1,0,1,61,12,0
0,1,0,1,5,1,112,18,0
0,1,1,1,5,1,112,22,0
0,1,0,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,31,0
1,0,0,1,1,9,7,35,0
0,1,1,1,6,4,53,1,0
0,0,0,0,5,1,58,18,0
0,1,0,1,5,1,58,18,0
1,1,0,1,5,1,58,18,0
0,1,1,1,0,2,79,16,0
0,1,0,1,5,9,112,7,0
0,1,1,4,2,1,52,18,0
0,1,0,0,5,1,31,18,0
0,1,1,0,5,1,31,18,0
0,0,0,1,5,1,99,1,0
0,1,0,3,1,1,112,0,0
0,1,1,0,5,1,31,18,0
0,0,0,1,6,2,45,18,0
0,1,1,4,4,9,4,22,0
0,0,0,1,5,1,111,18,0
0,1,0,1,0,1,61,27,0
1,1,1,1,0,1,23,26,0
0,1,0,1,5,1,61,22,0
0,1,0,1,5,1,75,22,0
0,1,0,1,5,1,6,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,1,1,29,3,0
0,1,1,0,5,1,31,18,0
0,1,0,1,0,1,51,16,0
0,0,0,1,6,2,45,18,0
0,1,0,1,0,6,22,12,0
0,1,0,1,5,1,58,5,0
0,0,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,2,4,51,1,0
0,1,0,1,0,1,51,18,0
0,1,0,1,5,1,75,25,0
0,1,0,1,0,9,58,22,0
0,0,0,1,6,2,45,18,0
0,1,1,1,5,1,22,12,0
0,1,0,1,5,9,61,20,0
0,1,0,1,5,2,122,23,0
0,1,0,1,5,1,22,18,0
0,1,0,1,5,1,58,18,0
0,0,0,1,5,2,45,18,0
0,1,0,1,5,1,6,18,0
0,0,0,1,5,1,22,31,0
0,1,0,1,2,4,25,31,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,1,6,1,72,0,0
0,1,0,4,5,1,27,18,0
0,1,1,0,5,1,31,18,0
0,1,0,1,5,1,39,18,0
0,1,1,0,0,1,60,6,0
0,1,1,1,5,9,61,18,0
0,1,1,0,5,1,31,18,0
0,1,0,3,5,1,58,18,0
0,0,0,1,5,1,58,18,0
1,1,1,1,0,9,58,31,0
0,1,0,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,14,18,0
0,1,0,1,3,1,58,5,0
0,1,1,1,0,1,61,1,0
0,1,0,1,5,1,31,22,0
0,0,0,1,5,1,58,18,0
0,1,1,2,4,7,61,18,0
0,0,0,0,6,2,49,16,0
0,1,0,1,5,1,58,20,0
0,1,1,1,0,1,58,18,0
0,1,1,4,0,1,39,4,0
0,1,0,1,5,9,14,21,0
0,1,1,3,2,4,51,1,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,61,22,0
0,1,0,1,5,1,22,18,0
0,1,0,3,4,7,117,7,0
0,1,1,1,0,1,72,6,0
0,1,1,3,2,4,51,16,0
0,0,0,1,5,1,58,18,0
1,1,1,0,5,1,130,36,0
0,1,1,1,5,1,25,0,0
0,1,1,1,0,1,30,12,0
0,1,0,1,2,1,75,2,0
0,1,0,1,5,1,118,22,0
0,1,0,1,5,1,58,18,0
0,1,0,1,2,4,31,7,0
0,1,0,3,2,4,26,31,0
0,0,1,1,6,9,23,26,0
0,1,0,4,5,1,33,18,0
0,1,0,1,5,1,58,36,0
0,1,1,1,5,1,39,18,0
0,0,0,1,5,1,58,18,0
